name,city,state,country,latitude,longitude,tees,holes,par,rating,slope,access_type,website
Brookside Golf and Grill,Gowen,Michigan,USA,43.2732292,-85.3072713,"[{""name"":""Back (M)"",""rating"":68.7,""par"":72,""slope"":132},{""name"":""Middle (M)"",""rating"":67.1,""par"":72,""slope"":123},{""name"":""Forward (M)"",""rating"":65.7,""par"":72,""slope"":116},{""name"":""Forward (F)"",""rating"":70.5,""par"":72,""slope"":121},{""name"":""Front (M)"",""rating"":66.4,""par"":73,""slope"":115}]",18,72,,,Public,https://www.brooksidegolf.com/
Brookside Golf Club,Kingsley,Iowa,USA,42.5847045,-95.9726536,"[{""name"":""Men (M)"",""rating"":null,""par"":36,""slope"":115},{""name"":""Ladies (M)"",""rating"":null,""par"":36,""slope"":107}]",9,36,,,Semi-Private,http://brooksidegolf.com
Brookside Golf Club C W Koiner Course,Pasadena,California,USA,34.17229311,-118.1728935,"[{""name"":""Gold (F)"",""rating"":null,""par"":75,""slope"":144},{""name"":""Gold (M)"",""rating"":74.5,""par"":72,""slope"":134},{""name"":""Blue (F)"",""rating"":79.1,""par"":75,""slope"":139},{""name"":""Blue (M)"",""rating"":72.7,""par"":72,""slope"":130},{""name"":""White (M)"",""rating"":71.2,""par"":72,""slope"":126},{""name"":""White (F)"",""rating"":77.3,""par"":75,""slope"":135},{""name"":""Red (F)"",""rating"":75.1,""par"":75,""slope"":130},{""name"":""Red (M)"",""rating"":69.4,""par"":72,""slope"":121}]",18,72,,,Public,https://www.brooksidegc.com/
Brookside Golf Course,Oklahoma City,Oklahoma,USA,35.37660097,-97.50295401,"[{""name"":""Blue (M)"",""rating"":null,""par"":34,""slope"":null},{""name"":""White (M)"",""rating"":null,""par"":34,""slope"":null},{""name"":""Red (M)"",""rating"":null,""par"":35,""slope"":null}]",9,34,,,Public,
Brookside Golf Course,Saline,Michigan,USA,42.1950442,-83.7887114,"[{""name"":""Blue (M)"",""rating"":68.7,""par"":72,""slope"":111},{""name"":""White (M)"",""rating"":67.3,""par"":72,""slope"":106},{""name"":""Red (M)"",""rating"":69.3,""par"":72,""slope"":111}]",18,72,,,Public,http://www.brooksidesaline.com/
Brookside Golf Course,Pasadena,California,USA,34.1611,-118.1695,"[{""name"":""Black"",""rating"":72.8,""par"":72,""slope"":130},{""name"":""White"",""rating"":70.5,""par"":72,""slope"":124},{""name"":""Gold"",""rating"":68.2,""par"":72,""slope"":118}]",18,72,70.8,122,Public,
Brookside Par 3 Golf Club,Roanoke,Virginia,USA,37.3342687,-79.95364995,"[{""name"":""White (M)"",""rating"":null,""par"":27,""slope"":null}]",9,27,,,Public,http://brooksidepar3golf.com
Brookside resort,Park Rapids,Minnesota,USA,47.0347773,-95.1897793,"[{""name"":""White (M)"",""rating"":null,""par"":27,""slope"":null}]",18,,,,Public,http://www.brookside-resort.com
Brookstone Golf Country Club,Acworth,Georgia,USA,33.992954,-84.722106,"[{""name"":""Championship (M)"",""rating"":73.9,""par"":72,""slope"":144},{""name"":""Players' (M)"",""rating"":73,""par"":72,""slope"":142},{""name"":""Back (M)"",""rating"":72.2,""par"":72,""slope"":138},{""name"":""Senior Players' (M)"",""rating"":71.5,""par"":72,""slope"":136},{""name"":""Middle (M)"",""rating"":69.8,""par"":72,""slope"":132},{""name"":""Forward (M)"",""rating"":69.8,""par"":72,""slope"":125}]",18,72,,,Private,https://www.invitedclubs.com/clubs/brookstone-golf-country-club
Brooksville Country Club,Brooksville,Florida,USA,28.5712246,-82.3464772,"[{""name"":""Black (M)"",""rating"":72.9,""par"":72,""slope"":128},{""name"":""Blue (M)"",""rating"":73.8,""par"":72,""slope"":123},{""name"":""White (M)"",""rating"":69,""par"":72,""slope"":122},{""name"":""Gold (M)"",""rating"":67.9,""par"":72,""slope"":118},{""name"":""Red (F)"",""rating"":70.6,""par"":72,""slope"":118}]",18,72,,,Semi-Private,
Brooktrails Golf Course,Willits,California,USA,39.437515,-123.3846928,"[{""name"":""Blue (18-hole) (F)"",""rating"":59,""par"":56,""slope"":95},{""name"":""Blue (18-hole) (M)"",""rating"":57.4,""par"":56,""slope"":98},{""name"":""White (18-hole) (M)"",""rating"":56.9,""par"":56,""slope"":98},{""name"":""Red (18-hole) (M)"",""rating"":55.6,""par"":56,""slope"":96}]",9,28,,,Public,https://brooktrailsgolf.com/
Brookview Golf Course,Golden Valley,Minnesota,USA,44.9790735,-93.3856464,"[{""name"":""Championship (M)"",""rating"":70.6,""par"":72,""slope"":129},{""name"":""Regular (M)"",""rating"":69.4,""par"":72,""slope"":126},{""name"":""Middle (M)"",""rating"":66.9,""par"":72,""slope"":121},{""name"":""Forward (F)"",""rating"":71,""par"":72,""slope"":121}]",18,72,,,Public,http://www.goldenvalleymn.gov/parks/brookview/
Brookville Country Club,Glen Head,New York,USA,40.842077,-73.59270215,"[{""name"":""Black (M)"",""rating"":71.5,""par"":71,""slope"":131},{""name"":""White (M)"",""rating"":70.1,""par"":71,""slope"":127},{""name"":""Gold (M)"",""rating"":68.9,""par"":71,""slope"":126},{""name"":""Green (F)"",""rating"":71.6,""par"":72,""slope"":122}]",18,71,,,Private,http://brookvillecc.com
Brookwood Golf Club,Rochester Hills,Michigan,USA,42.576683,-82.657488,"[{""name"":""Gold (M)"",""rating"":null,""par"":35,""slope"":124},{""name"":""Blue (M)"",""rating"":null,""par"":35,""slope"":128},{""name"":""White (M)"",""rating"":null,""par"":35,""slope"":128}]",9,35,,,Private,http://www.mybrookwood.com/
Brookwood Golf Club,Fort Wayne,Indiana,USA,40.9947026,-85.1736868,"[{""name"":""Blue (M)"",""rating"":70.3,""par"":72,""slope"":126},{""name"":""White (M)"",""rating"":70.3,""par"":72,""slope"":122},{""name"":""Green (M)"",""rating"":67.1,""par"":72,""slope"":115},{""name"":""Red (F)"",""rating"":70,""par"":73,""slope"":121}]",18,72,,,Public,http://www.brookwoodgc.com
Brookwood Golf Course,Whitsett,North Carolina,USA,36.01175547,-79.57823932,"[{""name"":""Black (M)"",""rating"":73.3,""par"":72,""slope"":122},{""name"":""Blue (M)"",""rating"":72.1,""par"":71,""slope"":119},{""name"":""White (M)"",""rating"":68.6,""par"":72,""slope"":115},{""name"":""Yellow (M)"",""rating"":68.8,""par"":72,""slope"":116}]",18,72,,,Public,http://brookwoodgolfcourse.com
Brookwood Golf Course,Buchanan,Michigan,USA,41.821492,-86.3392116,"[{""name"":""Blue (M)"",""rating"":70.6,""par"":72,""slope"":124},{""name"":""White (M)"",""rating"":69.8,""par"":72,""slope"":121},{""name"":""Yellow (M)"",""rating"":65.2,""par"":72,""slope"":110},{""name"":""Red (M)"",""rating"":70.2,""par"":74,""slope"":114}]",18,72,,,Public,http://golfbrookwood.com/
Brookwoods Golf Club,Quinton,Virginia,USA,37.50898584,-77.17184347,"[{""name"":""Black (M)"",""rating"":72.3,""par"":72,""slope"":130},{""name"":""Blue (M)"",""rating"":71.1,""par"":72,""slope"":127},{""name"":""White (M)"",""rating"":69.5,""par"":72,""slope"":123},{""name"":""Gold (F)"",""rating"":66.3,""par"":72,""slope"":116},{""name"":""Red (F)"",""rating"":69.5,""par"":72,""slope"":120}]",18,72,,,Public,http://www.brookwoodsgolf.com
Broomsedge Golf Club,Rembert,South Carolina,USA,34.1732895,-80.4296542,"[{""name"":""Black (M)"",""rating"":null,""par"":70,""slope"":null},{""name"":""Blue (M)"",""rating"":null,""par"":70,""slope"":null},{""name"":""Blue/White (M)"",""rating"":null,""par"":70,""slope"":null},{""name"":""White (M)"",""rating"":null,""par"":70,""slope"":null},{""name"":""Green (M)"",""rating"":null,""par"":70,""slope"":null},{""name"":""Red (M)"",""rating"":null,""par"":70,""slope"":null}]",18,,,,Private,http://www.broomsedgegolf.com
Brown Acres Golf Course,Chattanooga,Tennessee,USA,35.0113392,-85.1970106,"[{""name"":""Blue (M)"",""rating"":72.1,""par"":72,""slope"":123},{""name"":""White (M)"",""rating"":68.8,""par"":72,""slope"":117},{""name"":""Gold (M)"",""rating"":65.7,""par"":72,""slope"":115},{""name"":""Red (M)"",""rating"":67.4,""par"":72,""slope"":112}]",18,72,,,Public,https://chattanooga.gov/things-to-do/golf-courses/brown-acres
Brown County Golf Course,Oneida,Wisconsin,USA,44.5515,-88.1482,"[{""name"":""Black"",""rating"":73.7,""par"":72,""slope"":137},{""name"":""Blue"",""rating"":71.5,""par"":72,""slope"":132},{""name"":""White"",""rating"":69.2,""par"":72,""slope"":127}]",18,72,74.4,136,Public,
Brown Deer Golf Club,Coralville,Iowa,USA,41.7051,-91.5694,"[{""name"":""Black"",""rating"":73.6,""par"":72,""slope"":137},{""name"":""Blue"",""rating"":71.8,""par"":72,""slope"":133},{""name"":""White"",""rating"":69.9,""par"":72,""slope"":128},{""name"":""Red"",""rating"":67.5,""par"":72,""slope"":119}]",18,71,74,138,Public,
Brown Deer Park Golf Course,Milwaukee,Wisconsin,USA,43.1691,-87.9575,"[{""name"":""Championship"",""rating"":73.1,""par"":71,""slope"":133},{""name"":""Blue"",""rating"":71.3,""par"":71,""slope"":128},{""name"":""White"",""rating"":69.4,""par"":71,""slope"":123}]",18,71,74.3,136,Public,
Brown's Run Country Club,Middletown,Ohio,USA,39.5618504,-84.4011033,"[{""name"":""Gold (M)"",""rating"":72.8,""par"":72,""slope"":130},{""name"":""Blue (M)"",""rating"":71.4,""par"":72,""slope"":129},{""name"":""White (F)"",""rating"":74.4,""par"":72,""slope"":128},{""name"":""White (M)"",""rating"":68.7,""par"":72,""slope"":124},{""name"":""Green (M)"",""rating"":65.6,""par"":72,""slope"":116},{""name"":""Red (F)"",""rating"":68.3,""par"":72,""slope"":119}]",18,72,,,Private,http://www.brownsrun.com
Browns Lake Golf Course,Burlington,Wisconsin,USA,42.6880491,-88.2576996,"[{""name"":""White (M)"",""rating"":70.8,""par"":72,""slope"":124},{""name"":""Red (M)"",""rating"":72.4,""par"":72,""slope"":123}]",18,72,,,Public,https://www.brownslakegc.com/
Browns Mill Golf Course,Atlanta,Georgia,USA,33.6816324,-84.3754478,"[{""name"":""Blue (M)"",""rating"":70.9,""par"":72,""slope"":123},{""name"":""White (M)"",""rating"":69.6,""par"":72,""slope"":120},{""name"":""Forward (F)"",""rating"":71.5,""par"":72,""slope"":119}]",18,72,,,Public,http://cityofatlantagolf.com/
Brownson Country Club,Shelton,Connecticut,USA,41.3011211,-73.1450085,"[{""name"":""Blue (F)"",""rating"":74.3,""par"":71,""slope"":131},{""name"":""Blue (M)"",""rating"":69.3,""par"":70,""slope"":134},{""name"":""White (F)"",""rating"":72.7,""par"":71,""slope"":129},{""name"":""White (M)"",""rating"":68.3,""par"":70,""slope"":132},{""name"":""Red (F)"",""rating"":69.5,""par"":71,""slope"":120},{""name"":""Red (M)"",""rating"":66.1,""par"":70,""slope"":120}]",18,70,,,Private,http://www.brownsoncc.com/
Brownstone Country Club Resort,Marion,Arkansas,USA,35.19654289,-90.20487035,"[{""name"":""Black (M)"",""rating"":74.7,""par"":72,""slope"":143},{""name"":""Blue (M)"",""rating"":72.9,""par"":72,""slope"":139},{""name"":""White (M)"",""rating"":70.4,""par"":72,""slope"":133},{""name"":""Gold (M)"",""rating"":64.8,""par"":72,""slope"":110},{""name"":""Red (M)"",""rating"":66.7,""par"":72,""slope"":116}]",18,72,,,Semi-Private,http://brownstonecountryclub.com
Brownsville Golf Center,Brownsville,Texas,USA,25.9640679,-97.4963072,"[{""name"":""Blue (M)"",""rating"":69.9,""par"":70,""slope"":130},{""name"":""White (M)"",""rating"":67.3,""par"":70,""slope"":116},{""name"":""Red (F)"",""rating"":70.3,""par"":70,""slope"":120}]",18,70,,,Public,http://golfcenter.cob.us/
Brownsville Memorial Golf Course,Brownsville,Texas,USA,25.906488,-97.499739,"[{""name"":""Championship (M)"",""rating"":67,""par"":72,""slope"":108}]",18,72,,,Public,
Bruce Hills Golf Course,Romeo,Michigan,USA,42.8273734,-83.0483073,"[{""name"":""White (M)"",""rating"":67.2,""par"":70,""slope"":112},{""name"":""Red (F)"",""rating"":67,""par"":70,""slope"":107}]",18,70,,,Public,https://golfbrucehills.com/
Brunswick Country Club,Lawrenceville,Virginia,USA,36.79700126,-77.89420357,"[{""name"":""Blue (M)"",""rating"":null,""par"":35,""slope"":97},{""name"":""White (M)"",""rating"":null,""par"":35,""slope"":96},{""name"":""Red (M)"",""rating"":null,""par"":35,""slope"":97}]",9,35,,,Private,
Brunswick Country Club,Brunswick,Georgia,USA,31.219529,-81.463538,"[{""name"":""Blue (M)"",""rating"":73.1,""par"":72,""slope"":131},{""name"":""Blue (F)"",""rating"":79.1,""par"":72,""slope"":141},{""name"":""Ross (M)"",""rating"":71.3,""par"":72,""slope"":126},{""name"":""White (M)"",""rating"":70.4,""par"":72,""slope"":124},{""name"":""White (F)"",""rating"":76,""par"":72,""slope"":134},{""name"":""Grey (M)"",""rating"":68.5,""par"":72,""slope"":120},{""name"":""Grey (F)"",""rating"":74,""par"":72,""slope"":127},{""name"":""Yellow (F)"",""rating"":72.2,""par"":72,""slope"":124},{""name"":""Yellow (M)"",""rating"":66.8,""par"":72,""slope"":115},{""name"":""Red (M)"",""rating"":63.5,""par"":72,""slope"":109},{""name"":""Red (F)"",""rating"":68.4,""par"":72,""slope"":116}]",18,72,,,Private,https://brunswickcountryclub.com/
Brunswick Golf Club,Brunswick,Maine,USA,43.8964,-69.9575,"[{""name"":""Blue"",""rating"":70.8,""par"":72,""slope"":128},{""name"":""White"",""rating"":68.9,""par"":72,""slope"":124},{""name"":""Red"",""rating"":66.5,""par"":72,""slope"":116}]",18,72,72,127,Semi-Private,
Brunswick Golf Club Azalea Magnolia Course,Calabash,North Carolina,USA,33.94674208,-78.56945515,"[{""name"":""Black (M)"",""rating"":73.2,""par"":72,""slope"":131},{""name"":""Blue (M)"",""rating"":71.2,""par"":72,""slope"":128},{""name"":""White (M)"",""rating"":69.5,""par"":72,""slope"":124},{""name"":""White (F)"",""rating"":75.5,""par"":72,""slope"":137},{""name"":""Gold (F)"",""rating"":73,""par"":72,""slope"":127},{""name"":""Gold (M)"",""rating"":67.6,""par"":72,""slope"":115},{""name"":""Red (F)"",""rating"":69.9,""par"":72,""slope"":115}]",18,72,,,Semi-Private,http://brunswickplantation.com
Brunswick Golf Club Dogwood Azalea Course,Calabash,North Carolina,USA,33.9489137,-78.58065605,"[{""name"":""Black (M)"",""rating"":73.8,""par"":72,""slope"":132},{""name"":""Blue (M)"",""rating"":71.6,""par"":72,""slope"":128},{""name"":""White (M)"",""rating"":69.9,""par"":72,""slope"":124},{""name"":""White (F)"",""rating"":75.9,""par"":72,""slope"":138},{""name"":""Gold (F)"",""rating"":73.5,""par"":72,""slope"":128},{""name"":""Gold (M)"",""rating"":68,""par"":72,""slope"":115},{""name"":""Red (F)"",""rating"":70.8,""par"":72,""slope"":116}]",18,72,,,Semi-Private,http://brunswickplantation.com
Brunswick Golf Club Magnolia Dogwood,Calabash,North Carolina,USA,33.95190403,-78.58855248,"[{""name"":""Black (M)"",""rating"":73.2,""par"":72,""slope"":135},{""name"":""Blue (M)"",""rating"":71.4,""par"":72,""slope"":131},{""name"":""White (F)"",""rating"":75.4,""par"":72,""slope"":139},{""name"":""White (M)"",""rating"":69.8,""par"":72,""slope"":125},{""name"":""Gold (M)"",""rating"":68,""par"":72,""slope"":112},{""name"":""Gold (F)"",""rating"":72.7,""par"":72,""slope"":129},{""name"":""Red (F)"",""rating"":70.3,""par"":72,""slope"":114}]",18,72,,,Semi-Private,http://brunswickplantation.com
Brunswick Greens Golf Course,Brunswick,New York,USA,42.75523715,-73.61750725,"[{""name"":""Green (M)"",""rating"":null,""par"":29,""slope"":null},{""name"":""White (M)"",""rating"":null,""par"":27,""slope"":null}]",9,27,,,Public,http://www.brunswickgreens.com
Brush Creek Golf Course,Springdale,Arkansas,USA,36.186599,-94.198987,"[{""name"":""White (M)"",""rating"":null,""par"":36,""slope"":null},{""name"":""Red (M)"",""rating"":null,""par"":36,""slope"":null}]",9,36,,,Public,http://facebook.com/p/brush-creek-golf-course-100054429432973
Brushy Mountain Golf Club,Taylorsville,North Carolina,USA,35.91275832,-81.20904922,"[{""name"":""Blue (M)"",""rating"":71.2,""par"":72,""slope"":124},{""name"":""White (M)"",""rating"":68.7,""par"":72,""slope"":114},{""name"":""Red (F)"",""rating"":68,""par"":75,""slope"":114}]",18,72,,,Semi-Private,http://www.brushymountaingolf.com
Brute At Grand Geneva Resort Spa,Lake Geneva,Wisconsin,USA,42.60421019,-88.40715408,"[{""name"":""Tournament (M)"",""rating"":73.8,""par"":72,""slope"":136},{""name"":""Championship (M)"",""rating"":71.9,""par"":72,""slope"":131},{""name"":""Regular (M)"",""rating"":69,""par"":72,""slope"":125},{""name"":""Forward (F)"",""rating"":70,""par"":74,""slope"":129}]",18,72,,,Public,http://www.grandgeneva.com
Bryan Park Champions Course,Brown Summit,North Carolina,USA,36.18544439,-79.73313638,"[{""name"":""Blue (M)"",""rating"":75.4,""par"":72,""slope"":140},{""name"":""White (M)"",""rating"":71.8,""par"":72,""slope"":129},{""name"":""Gold (M)"",""rating"":69.2,""par"":72,""slope"":121},{""name"":""Red (M)"",""rating"":71.3,""par"":72,""slope"":125}]",18,72,,,Public,http://www.bryanpark.com
Bryan Park Players Course,Brown Summit,North Carolina,USA,36.17220378,-79.73739411,"[{""name"":""Blue (M)"",""rating"":73.8,""par"":72,""slope"":133},{""name"":""White (M)"",""rating"":71,""par"":72,""slope"":129},{""name"":""Gold (M)"",""rating"":68.9,""par"":72,""slope"":119},{""name"":""Red (M)"",""rating"":70.1,""par"":72,""slope"":127}]",18,72,,,Public,http://www.bryanpark.com
Bryce Resort,Basye,Virginia,USA,38.81749814,-78.76588772,"[{""name"":""Blue (M)"",""rating"":69.7,""par"":71,""slope"":127},{""name"":""White (M)"",""rating"":68.9,""par"":71,""slope"":123},{""name"":""White (F)"",""rating"":74.6,""par"":70,""slope"":128},{""name"":""Gold (M)"",""rating"":65.3,""par"":71,""slope"":116},{""name"":""Gold (F)"",""rating"":70.5,""par"":70,""slope"":120},{""name"":""Red (F)"",""rating"":69.9,""par"":70,""slope"":118},{""name"":""Red (M)"",""rating"":64.7,""par"":71,""slope"":114}]",18,71,,,Public,http://www.bryceresort.com
Bryden Canyon Public Golf Course,Lewiston,Idaho,USA,46.37986836,-117.0256386,"[{""name"":""Blue (M)"",""rating"":69.1,""par"":71,""slope"":124},{""name"":""Blue (F)"",""rating"":74.1,""par"":71,""slope"":127},{""name"":""White (M)"",""rating"":68.5,""par"":71,""slope"":123},{""name"":""White (F)"",""rating"":73.5,""par"":71,""slope"":124},{""name"":""Yellow (F)"",""rating"":72,""par"":71,""slope"":115},{""name"":""Yellow (M)"",""rating"":67.2,""par"":71,""slope"":114},{""name"":""Red (F)"",""rating"":68,""par"":71,""slope"":113},{""name"":""Red (M)"",""rating"":64,""par"":71,""slope"":102}]",18,71,,,Public,http://brydencanyongolf.com
Bryn Mawr Country Club,Lincolnwood,Illinois,USA,42.0008943,-87.7337641,"[{""name"":""Black (M)"",""rating"":72.2,""par"":72,""slope"":132},{""name"":""Green (M)"",""rating"":70.8,""par"":72,""slope"":128},{""name"":""Gold (M)"",""rating"":68.3,""par"":72,""slope"":121},{""name"":""Gold (F)"",""rating"":73.4,""par"":73,""slope"":132},{""name"":""White (F)"",""rating"":72.5,""par"":73,""slope"":130},{""name"":""White (M)"",""rating"":67.5,""par"":72,""slope"":119},{""name"":""Orange (F)"",""rating"":69.9,""par"":73,""slope"":124},{""name"":""Orange (M)"",""rating"":65.3,""par"":72,""slope"":114}]",18,72,,,Private,https://www.brynmawrcountryclub.com/
Buckeye Hills Country Club,Gr���een���field,Ohio,USA,39.3807105,-83.4482308,"[{""name"":""White (M)"",""rating"":71,""par"":71,""slope"":119},{""name"":""Gold (M)"",""rating"":69.1,""par"":71,""slope"":116},{""name"":""Red (F)"",""rating"":67.4,""par"":72,""slope"":113}]",18,71,,,Semi-Private,http://www.buckeyehillsgolf.com
Buckhannon Country Club Golf Course,Tennerton,West Virginia,USA,38.9678183,-80.2254418,"[{""name"":""Mens (M)"",""rating"":59.5,""par"":71,""slope"":121}]",18,71,,,Private,http://buckhannoncountryclub.com/
Buckhorn Springs Golf Country Club,Valrico,Florida,USA,27.9052984,-82.2428319,"[{""name"":""Championship (M)"",""rating"":72.7,""par"":72,""slope"":125},{""name"":""Middle (M)"",""rating"":70.3,""par"":72,""slope"":119},{""name"":""Other (M)"",""rating"":68.1,""par"":72,""slope"":114},{""name"":""Forward (M)"",""rating"":72.2,""par"":72,""slope"":121}]",18,72,,,Private,http://buckhornsprings.com/
